UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
107789,"A",,"A",,"A",,"R",22,"R",0,"R",0,"R",22,"R",12,"R",55,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",25
107831,"A",,"A",,"A",,"R",11,"Z",0,"Z",0,"R",11,"R",5,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
107840,"R",78,"R",196,"R",40,"R",88,"R",0,"R",0,"R",88,"R",10,"R",11,"R",87,"R",0,"R",0,"R",87,"R",22,"R",25,"R",25
107877,"R",142,"R",234,"R",61,"R",113,"R",0,"R",0,"R",113,"R",79,"R",70,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
107974,"R",147,"R",570,"R",26,"R",138,"R",0,"R",0,"R",138,"R",85,"R",62,"R",56,"R",0,"R",0,"R",56,"R",18,"R",32,"R",15
107983,"R",858,"R",1282,"R",67,"R",846,"R",1,"R",0,"R",845,"R",558,"R",66,"R",8,"R",0,"R",0,"R",8,"R",3,"R",38,"R",16
107992,"R",168,"R",448,"R",38,"R",211,"R",0,"R",0,"R",211,"R",144,"R",68,"R",20,"R",0,"R",0,"R",20,"R",2,"R",10,"R",11
108065,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",12
108092,"R",1051,"R",2380,"R",44,"R",720,"R",0,"R",0,"R",720,"R",483,"R",67,"R",35,"R",0,"R",0,"R",35,"R",19,"R",54,"R",18
108232,"R",482,"R",1797,"R",27,"R",566,"R",0,"R",0,"R",566,"R",430,"R",76,"R",342,"R",1,"R",0,"R",341,"R",117,"R",34,"R",14
108348,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",7,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
108649,"A",,"A",,"A",,"R",67,"R",3,"R",0,"R",64,"R",56,"R",88,"N",37,"N",0,"N",0,"N",37,"N",20,"N",54,"R",18
108667,"R",212,"R",2310,"R",9,"R",269,"R",0,"R",0,"R",269,"R",145,"R",54,"R",669,"R",0,"R",0,"R",669,"R",189,"R",28,"R",27
108807,"R",764,"R",3579,"R",21,"R",941,"R",0,"R",0,"R",941,"R",715,"R",76,"R",784,"R",0,"R",0,"R",784,"R",390,"R",50,"R",23
108852,"R",137,"R",141,"R",97,"R",134,"R",0,"R",0,"R",134,"R",93,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
108977,"A",,"A",,"A",,"R",25,"R",0,"R",0,"R",25,"R",7,"R",28,"R",7,"R",0,"R",0,"R",7,"R",7,"R",100,"R",25
109040,"A",,"A",,"A",,"R",128,"R",0,"R",0,"R",128,"R",88,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",38
109086,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
109208,"R",1274,"R",9177,"R",14,"R",1265,"R",0,"R",0,"R",1265,"R",887,"R",70,"R",1995,"R",0,"R",0,"R",1995,"R",1001,"R",50,"R",27
109350,"R",1094,"R",3733,"R",29,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",24
109651,"R",223,"R",424,"R",53,"R",210,"R",0,"R",0,"R",210,"R",167,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
109721,"A",,"A",,"A",,"R",435,"R",0,"R",0,"R",435,"R",243,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
109730,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
109785,"R",996,"R",1473,"R",68,"R",1134,"R",0,"R",0,"R",1134,"R",938,"R",83,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",10
109819,"R",2043,"R",7257,"R",28,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",31
109907,"R",287,"R",1100,"R",26,"R",210,"R",0,"R",0,"R",210,"R",129,"R",61,"R",332,"R",0,"R",0,"R",332,"R",89,"R",27,"R",29
109934,"A",,"A",,"A",,"R",49,"R",0,"R",0,"R",49,"R",39,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
110060,"R",64,"R",81,"R",79,"R",65,"R",0,"R",0,"R",65,"R",25,"R",38,"R",14,"R",0,"R",0,"R",14,"R",7,"R",50,"R",7
110097,"R",890,"R",1172,"R",76,"R",863,"Z",0,"Z",0,"R",863,"R",750,"R",87,"R",9,"Z",0,"Z",0,"R",9,"R",6,"R",67,"R",14
110194,"A",,"A",,"A",,"R",24,"R",0,"R",0,"R",24,"R",22,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
110219,"R",200,"R",308,"R",65,"R",84,"R",0,"R",0,"R",84,"R",48,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"R",35
110246,"R",1308,"R",3154,"R",41,"R",1355,"R",0,"R",0,"R",1355,"R",905,"R",67,"R",749,"R",0,"R",0,"R",749,"R",323,"R",43,"R",23
110316,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
110334,"R",942,"R",3001,"R",31,"R",973,"R",0,"R",0,"R",973,"R",700,"R",72,"R",622,"R",0,"R",0,"R",622,"R",298,"R",48,"R",22
110361,"R",1375,"R",2338,"R",59,"R",1117,"R",0,"R",0,"R",1117,"R",872,"R",78,"R",29,"R",0,"R",0,"R",29,"R",13,"R",45,"R",17
110370,"R",235,"R",374,"R",63,"R",255,"R",0,"R",0,"R",255,"R",213,"R",84,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
110404,"R",235,"R",238,"R",99,"R",235,"R",0,"Z",0,"R",235,"R",231,"R",98,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
110413,"R",585,"R",898,"R",65,"R",638,"R",0,"R",0,"R",638,"R",540,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
110422,"R",5241,"R",6177,"R",85,"R",4333,"Z",0,"Z",0,"R",4333,"R",4105,"R",95,"R",8,"Z",0,"Z",0,"R",8,"R",7,"R",88,"R",22
110468,"R",9,"R",586,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10,"R",0,"R",0,"R",10,"R",4,"R",40,"R",14
110486,"R",1383,"R",2561,"R",54,"R",1289,"Z",0,"Z",0,"R",1289,"R",977,"R",76,"R",73,"Z",0,"Z",0,"R",73,"R",30,"R",41,"R",24
110495,"R",1362,"R",2462,"R",55,"R",1330,"Z",0,"Z",0,"R",1330,"R",1060,"R",80,"R",59,"Z",0,"Z",0,"R",59,"R",20,"R",34,"R",22
110510,"R",2483,"R",5111,"R",49,"R",2735,"Z",0,"Z",0,"R",2735,"R",2331,"R",85,"R",55,"Z",0,"Z",0,"R",55,"R",37,"R",67,"R",30
110529,"R",3668,"R",6987,"R",52,"R",4079,"Z",0,"Z",0,"R",4079,"R",3510,"R",86,"R",125,"Z",0,"Z",0,"R",125,"R",71,"R",57,"R",29
110538,"R",2769,"R",4442,"R",62,"R",2725,"Z",0,"Z",0,"R",2725,"R",2279,"R",84,"R",36,"Z",0,"Z",0,"R",36,"R",21,"R",58,"R",25
110547,"R",1635,"R",4558,"R",36,"R",1257,"Z",0,"Z",0,"R",1257,"R",968,"R",77,"R",41,"Z",0,"Z",0,"R",41,"R",14,"R",34,"R",25
110556,"R",3307,"R",5970,"R",55,"R",3208,"Z",0,"Z",0,"R",3208,"R",2612,"R",81,"R",94,"Z",0,"Z",0,"R",94,"R",54,"R",57,"R",23
110565,"R",4305,"R",8398,"R",51,"R",4274,"Z",0,"Z",0,"R",4274,"R",3711,"R",87,"R",152,"Z",0,"Z",0,"R",152,"R",98,"R",64,"R",25
110574,"R",1393,"R",3961,"R",35,"R",1584,"Z",0,"Z",0,"R",1584,"R",1193,"R",75,"R",12,"Z",0,"Z",0,"R",12,"R",6,"R",50,"R",27
110583,"R",4107,"R",8095,"R",51,"R",4143,"Z",0,"Z",0,"R",4143,"R",3655,"R",88,"R",110,"Z",0,"Z",0,"R",110,"R",73,"R",66,"R",23
110592,"R",3405,"R",7007,"R",49,"R",3675,"Z",0,"Z",0,"R",3675,"R",2908,"R",79,"R",155,"Z",0,"Z",0,"R",155,"R",69,"R",45,"R",25
110608,"R",5174,"R",10469,"R",49,"R",4422,"Z",0,"Z",0,"R",4422,"R",3554,"R",80,"R",76,"Z",0,"Z",0,"R",76,"R",42,"R",55,"R",26
110617,"R",3482,"R",7243,"R",48,"R",3680,"Z",0,"Z",0,"R",3680,"R",3051,"R",83,"R",80,"Z",0,"Z",0,"R",80,"R",53,"R",66,"R",26
110635,"R",6344,"R",9104,"R",70,"R",6198,"R",0,"R",0,"R",6198,"R",6028,"R",97,"R",54,"R",0,"R",0,"R",54,"R",48,"R",89,"R",18
110644,"R",5810,"R",9257,"R",63,"R",5679,"R",0,"R",0,"R",5679,"R",5269,"R",93,"R",83,"R",0,"R",0,"R",83,"R",66,"R",80,"R",20
110653,"R",6534,"R",9545,"R",68,"R",6540,"R",0,"R",0,"R",6540,"R",6148,"R",94,"R",11,"R",0,"R",0,"R",11,"R",7,"R",64,"R",18
110662,"R",6022,"R",9216,"R",65,"R",6535,"R",0,"R",0,"R",6535,"R",6313,"R",97,"R",10,"R",0,"R",0,"R",10,"R",8,"R",80,"R",18
110671,"R",4575,"R",5995,"R",76,"R",5345,"R",0,"R",0,"R",5345,"R",4750,"R",89,"R",13,"R",0,"R",0,"R",13,"R",8,"R",62,"R",22
110680,"R",5690,"R",8571,"R",66,"R",5714,"R",0,"R",0,"R",5714,"R",5390,"R",94,"R",34,"R",0,"R",0,"R",34,"R",22,"R",65,"R",19
110705,"R",4514,"R",6746,"R",67,"R",4982,"R",0,"R",0,"R",4982,"R",4610,"R",93,"R",14,"R",0,"R",0,"R",14,"R",10,"R",71,"R",18
110714,"R",4040,"R",5283,"R",76,"R",4204,"R",0,"R",0,"R",4204,"R",3807,"R",91,"R",17,"R",0,"R",0,"R",17,"R",2,"R",12,"R",19
110778,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
110875,"A",,"A",,"A",,"R",31,"Z",0,"Z",0,"R",31,"R",27,"R",87,"R",22,"Z",0,"Z",0,"R",22,"R",17,"R",77,"R",27
110918,"R",3,"R",5,"R",60,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",3
111054,"A",,"A",,"A",,"R",29,"R",0,"R",0,"R",29,"R",27,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
111081,"R",232,"R",276,"R",84,"R",204,"R",0,"R",0,"R",204,"R",183,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
111188,"R",223,"R",289,"R",77,"R",236,"Z",0,"Z",0,"R",236,"R",176,"R",75,"R",5,"Z",0,"Z",0,"R",5,"R",3,"R",60,"R",13
111434,"R",257,"R",2116,"R",12,"R",249,"R",0,"R",0,"R",249,"R",164,"R",66,"R",383,"R",0,"R",0,"R",383,"R",132,"R",34,"R",26
111461,"R",1512,"R",4694,"R",32,"R",1478,"R",0,"R",0,"R",1478,"R",1102,"R",75,"R",1304,"R",0,"R",0,"R",1304,"R",596,"R",46,"R",26
111513,"A",,"A",,"A",,"R",37,"R",0,"R",0,"R",37,"R",29,"R",78,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",15
111638,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
111708,"A",,"A",,"A",,"R",57,"Z",0,"Z",0,"R",57,"R",42,"R",74,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",32
111717,"A",,"A",,"A",,"R",93,"Z",0,"Z",0,"R",93,"R",85,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",23
111726,"A",,"A",,"A",,"R",73,"Z",0,"Z",0,"R",73,"R",63,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
111744,"A",,"A",,"A",,"R",51,"Z",0,"Z",0,"R",51,"R",40,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
111762,"A",,"A",,"A",,"R",29,"Z",0,"Z",0,"R",29,"R",22,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
111799,"A",,"A",,"A",,"R",20,"Z",0,"Z",0,"R",20,"R",15,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",28
111887,"R",2036,"R",5621,"R",36,"R",1665,"R",0,"R",0,"R",1665,"R",1261,"R",76,"R",1595,"R",0,"R",0,"R",1595,"R",902,"R",57,"R",26
111896,"R",209,"R",2280,"R",9,"R",200,"R",0,"R",0,"R",200,"R",113,"R",57,"R",311,"R",0,"R",0,"R",311,"R",83,"R",27,"R",31
111920,"R",928,"R",4176,"R",22,"R",948,"R",0,"R",0,"R",948,"R",696,"R",73,"R",1052,"R",0,"R",0,"R",1052,"R",495,"R",47,"R",25
111939,"R",1538,"R",6431,"R",24,"R",1681,"R",0,"R",0,"R",1681,"R",1143,"R",68,"R",2338,"R",0,"R",0,"R",2338,"R",1350,"R",58,"R",24
111948,"R",1678,"R",2338,"R",72,"R",1487,"R",2,"R",0,"R",1485,"R",1344,"R",91,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",14
111966,"R",18,"R",82,"R",22,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",10
112075,"R",328,"R",468,"R",70,"R",406,"R",0,"R",0,"R",406,"R",303,"R",75,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",17
112084,"R",69,"R",183,"R",38,"R",57,"R",0,"R",0,"R",57,"R",44,"R",77,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
112172,"R",1367,"R",3945,"R",35,"R",1258,"R",0,"R",0,"R",1258,"R",867,"R",69,"R",705,"R",0,"R",0,"R",705,"R",393,"R",56,"R",30
112181,"A",,"A",,"A",,"R",27,"R",0,"R",0,"R",27,"R",20,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
112190,"R",1420,"R",8151,"R",17,"R",916,"R",0,"R",0,"R",916,"R",659,"R",72,"R",1355,"R",0,"R",0,"R",1355,"R",601,"R",44,"R",24
112260,"R",352,"R",361,"R",98,"R",321,"R",0,"R",0,"R",321,"R",310,"R",97,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
112288,"A",,"A",,"A",,"R",116,"R",0,"R",0,"R",116,"R",83,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
112367,"A",,"A",,"A",,"R",202,"R",25,"Z",0,"R",177,"R",91,"R",51,"R",246,"Z",0,"Z",0,"R",246,"R",122,"R",50,"R",45
112385,"R",163,"R",4012,"R",4,"R",182,"R",0,"R",0,"R",182,"R",95,"R",52,"R",803,"R",0,"R",0,"R",803,"R",234,"R",29,"R",35
112394,"R",63,"R",112,"R",56,"R",105,"R",0,"R",0,"R",105,"R",79,"R",75,"R",11,"R",0,"R",0,"R",11,"R",10,"R",91,"R",11
112446,"R",11,"R",39,"R",28,"R",6,"R",0,"R",0,"R",6,"R",3,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
112455,"A",,"A",,"A",,"R",21,"R",0,"R",0,"R",21,"R",19,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
112561,"R",171,"R",967,"R",18,"R",218,"R",0,"R",0,"R",218,"R",121,"R",56,"R",226,"R",0,"R",0,"R",226,"R",92,"R",41,"R",20
112570,"A",,"A",,"A",,"R",59,"R",0,"R",0,"R",59,"R",51,"R",86,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",10
112686,"R",398,"R",2600,"R",15,"R",457,"R",0,"R",0,"R",457,"R",280,"R",61,"R",413,"R",0,"R",0,"R",413,"R",152,"R",37,"R",24
112826,"R",243,"R",1963,"R",12,"R",312,"R",0,"R",0,"R",312,"R",210,"R",67,"R",399,"R",0,"R",0,"R",399,"R",183,"R",46,"R",23
113096,"R",984,"R",4593,"R",21,"R",969,"R",0,"R",0,"R",969,"R",716,"R",74,"R",1350,"R",0,"R",0,"R",1350,"R",651,"R",48,"R",27
113111,"R",503,"R",2149,"R",23,"R",437,"R",0,"R",0,"R",437,"R",316,"R",72,"R",363,"R",0,"R",0,"R",363,"R",181,"R",50,"R",26
113193,"R",737,"R",3709,"R",20,"R",859,"R",0,"R",0,"R",859,"R",575,"R",67,"R",404,"R",0,"R",0,"R",404,"R",180,"R",45,"R",26
113218,"R",545,"R",3010,"R",18,"R",528,"R",0,"R",0,"R",528,"R",382,"R",72,"R",576,"R",0,"R",0,"R",576,"R",232,"R",40,"R",27
113236,"R",1235,"R",4859,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",24
113333,"R",2333,"R",5761,"R",40,"R",2439,"R",0,"R",0,"R",2439,"R",1956,"R",80,"R",1055,"R",0,"R",0,"R",1055,"R",485,"R",46,"R",28
113449,"A",,"A",,"A",,"R",26,"Z",0,"Z",0,"R",26,"R",23,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
113537,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
113573,"R",1410,"R",3193,"R",44,"R",1023,"R",0,"R",0,"R",1023,"R",750,"R",73,"R",851,"R",0,"R",0,"R",851,"R",460,"R",54,"R",28
113582,"R",2,"R",13,"R",15,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",8
113634,"R",1282,"R",4893,"R",26,"R",1319,"R",0,"R",0,"R",1319,"R",1035,"R",78,"R",1068,"R",0,"R",0,"R",1068,"R",593,"R",56,"R",26
113698,"R",241,"R",331,"R",73,"R",268,"Z",0,"Z",0,"R",268,"R",231,"R",86,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",9
113856,"R",2034,"R",8538,"R",24,"R",1859,"R",0,"R",0,"R",1859,"R",1357,"R",73,"R",2670,"R",0,"R",0,"R",2670,"R",1095,"R",41,"R",30
113980,"R",2505,"R",7205,"R",35,"R",2433,"R",0,"R",0,"R",2433,"R",1888,"R",78,"R",1554,"R",0,"R",0,"R",1554,"R",827,"R",53,"R",28
114044,"A",,"A",,"A",,"R",115,"R",0,"R",0,"R",115,"R",91,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
114123,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
114266,"R",773,"R",3097,"R",25,"R",634,"R",0,"R",0,"R",634,"R",472,"R",74,"R",568,"R",0,"R",0,"R",568,"R",287,"R",51,"R",29
114354,"R",371,"R",730,"R",51,"R",134,"R",0,"R",0,"R",134,"R",123,"R",92,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"R",13
114390,"R",44,"R",102,"R",43,"R",24,"R",0,"R",0,"R",24,"R",22,"R",92,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
114415,"R",49,"R",66,"R",74,"R",62,"R",0,"R",0,"R",62,"R",54,"R",87,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",12
114433,"R",203,"R",937,"R",22,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",18
114460,"A",,"A",,"A",,"R",67,"R",0,"R",0,"R",67,"R",55,"R",82,"R",9,"R",0,"R",0,"R",9,"R",6,"R",67,"R",13
114628,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",1,"R",20,"R",9,"R",0,"R",0,"R",9,"R",2,"R",22,"R",20
114637,"A",,"A",,"A",,"R",7,"R",0,"Z",0,"R",7,"R",7,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
114716,"R",965,"R",4991,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",24
114761,"A",,"A",,"A",,"R",16,"R",0,"R",0,"R",16,"R",13,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
114789,"R",2155,"R",7086,"R",30,"R",2028,"R",0,"R",0,"R",2028,"R",1314,"R",65,"R",1511,"R",0,"R",0,"R",1511,"R",558,"R",37,"R",27
114813,"R",202,"R",769,"R",26,"R",199,"R",0,"R",0,"R",199,"R",157,"R",79,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",12
114859,"R",1975,"R",6914,"R",29,"R",1913,"R",0,"R",0,"R",1913,"R",1409,"R",74,"R",1952,"R",0,"R",0,"R",1952,"R",1110,"R",57,"R",26
114938,"R",425,"R",2107,"R",20,"R",433,"R",0,"R",0,"R",433,"R",313,"R",72,"R",436,"R",0,"R",0,"R",436,"R",205,"R",47,"R",16
114947,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
115001,"R",1321,"R",4085,"R",32,"R",1294,"R",0,"R",0,"R",1294,"R",979,"R",76,"R",867,"R",0,"R",0,"R",867,"R",446,"R",51,"R",26
115010,"A",,"A",,"A",,"R",70,"R",0,"R",0,"R",70,"R",50,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
115083,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
115126,"R",1142,"R",4078,"R",28,"R",1027,"R",0,"R",0,"R",1027,"R",682,"R",66,"R",836,"R",0,"R",0,"R",836,"R",412,"R",49,"R",27
115296,"R",1528,"R",5430,"R",28,"R",1482,"R",0,"R",0,"R",1482,"R",1040,"R",70,"R",1133,"R",0,"R",0,"R",1133,"R",578,"R",51,"R",24
115357,"A",,"A",,"A",,"R",17,"Z",0,"Z",0,"R",17,"R",14,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
115393,"R",843,"R",3980,"R",21,"R",950,"R",0,"R",0,"R",950,"R",736,"R",77,"R",1564,"R",0,"R",0,"R",1564,"R",478,"R",31,"R",35
115409,"R",225,"R",245,"R",92,"R",214,"R",1,"R",0,"R",213,"R",208,"R",98,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
115658,"A",,"A",,"A",,"R",8,"R",0,"Z",0,"R",8,"R",4,"R",50,"R",8,"Z",0,"Z",0,"R",8,"R",7,"R",88,"R",15
115728,"R",176,"R",240,"R",73,"R",95,"R",0,"R",0,"R",95,"R",78,"R",82,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",8
115755,"R",1188,"R",2204,"R",54,"R",1281,"Z",0,"Z",0,"R",1281,"R",870,"R",68,"R",13,"Z",0,"Z",0,"R",13,"R",5,"R",38,"R",21
115773,"R",6,"R",40,"R",15,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
115861,"R",1163,"R",2331,"R",50,"R",1077,"R",0,"R",0,"R",1077,"R",815,"R",76,"R",387,"R",0,"R",0,"R",387,"R",203,"R",52,"R",32
115931,"A",,"A",,"A",,"R",148,"R",1,"Z",0,"R",147,"R",115,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",23
116226,"R",8,"R",42,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",13
116350,"A",,"A",,"A",,"R",66,"Z",0,"Z",0,"R",66,"R",49,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
116439,"R",1605,"R",4745,"R",34,"R",1584,"R",0,"R",0,"R",1584,"R",1216,"R",77,"R",788,"R",0,"R",0,"R",788,"R",363,"R",46,"R",29
116563,"A",,"A",,"A",,"R",11,"R",0,"Z",0,"R",11,"R",9,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
116712,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
116846,"R",10,"R",22,"R",45,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
117052,"R",949,"R",3598,"R",26,"R",973,"R",0,"R",0,"R",973,"R",644,"R",66,"R",653,"R",0,"R",0,"R",653,"R",299,"R",46,"R",24
117104,"R",87,"R",157,"R",55,"R",57,"R",0,"R",0,"R",57,"R",35,"R",61,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",13
117113,"R",45,"R",193,"R",23,"R",69,"Z",0,"Z",0,"R",69,"R",36,"R",52,"R",6,"Z",0,"Z",0,"R",6,"R",4,"R",67,"R",18
117140,"R",602,"R",1178,"R",51,"R",557,"R",1,"R",0,"R",556,"R",441,"R",79,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
117168,"R",91,"R",187,"R",49,"R",84,"R",0,"R",0,"R",84,"R",71,"R",85,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",12
117195,"R",121,"R",813,"R",15,"R",160,"R",0,"R",0,"R",160,"R",67,"R",42,"R",177,"R",0,"R",0,"R",177,"R",36,"R",20,"R",13
117238,"A",,"A",,"A",,"R",16,"R",0,"R",0,"R",16,"R",14,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
117247,"R",360,"R",3522,"R",10,"R",343,"R",0,"R",0,"R",343,"R",214,"R",62,"R",905,"R",0,"R",0,"R",905,"R",308,"R",34,"R",24
117274,"R",176,"R",1288,"R",14,"R",190,"R",0,"R",0,"R",190,"R",86,"R",45,"R",457,"R",0,"R",0,"R",457,"R",49,"R",11,"R",21
117557,"R",15,"R",17,"R",88,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",18
117575,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",7
117627,"R",413,"R",677,"R",61,"R",327,"R",0,"R",0,"R",327,"R",244,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
117636,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
117645,"R",2727,"R",6962,"R",39,"R",2544,"R",0,"R",0,"R",2544,"R",1815,"R",71,"R",1679,"R",0,"R",0,"R",1679,"R",807,"R",48,"R",28
117672,"R",2,"R",389,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
117690,"R",689,"R",2576,"R",27,"R",466,"R",0,"R",0,"R",466,"R",336,"R",72,"R",674,"R",0,"R",0,"R",674,"R",310,"R",46,"R",25
